"",Bars / Biscuits / Shortbreads,,
"",Ham and Cheese Croissant,"Twist croissant [wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), water, butter (MILK), yeast, free range EGG yolk, salt, WHEAT gluten, antioxidants: ascorbic acid, rosemaryextract; sugar], smoked dry cured formed ham (28%) [pork, salt, stabilisers: tri- and di- phosphates, antioxidant: sodium ascorbate, preservative: sodium nitrite], mature Cheddar cheese (12%)(MILK).",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",,,
"",Toasties,,
"",Ham and Cheese Toastie,"Sourdough bread [wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), water, RYE flour, yeast, salt, vegetable oils (palm, rapeseed), BARLEY malt flour, flour treatment agent:ascorbic acid], smoked dry cured formed ham (20%) [pork, salt, stabilisers: tri- and di- phosphates; antioxidant: sodium ascorbate; preservative: sodium nitrite], mature Cheddar cheese (MILK) (11%),béchamel sauce (8%) [whole MILK, water, whipped cream (MILK), starch, butter (MILK), salt, white pepper], Mascarpone cheese (MILK) (7%) (contains acidity regulator: citric acid), mozzarellacheese (MILK) (6%), crème fraiche (MILK) (4%).",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Triple Cheese Toastie,"Sourdough bread [wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), water, RYE flour, yeast, salt, vegetable oils (palm, rapeseed), BARLEY malt flour, flour treatment agent:ascorbic acid], Cheddar cheese (MILK) (14%) (contains: potato starch), red Leicester cheese (MILK) (14%) (colour: annatto; potato starch), truffled Mascarpone cheese (13%) [Mascarpone cheese(MILK), whole MILK, truffle oil (sunflower oil, extra virgin olive oil, truffle extract), corn flour], mature Cheddar cheese (MILK) (6%).",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Mini Cheese and Ham Toastie,"Dry cured formed ham (32%) [pork, salt, brown sugar, stabiliser: sodium triphosphate; antioxidant: sodium ascorbate; preservative: sodium nitrite], mini white loaf [wheat flour (WHEAT flour, calciumcarbonate, iron, niacin, thiamin), water, vegetable oil (rapeseed), sugar, salt, yeast, WHEAT flour, emulsifier: E471, flour treatment agent: ascorbic acid], west country Cheddar cheese (MILK) (16%),béchamel sauce (8%) [MILK, single cream (MILK), water, wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), corn flour, salt, preservative: potassium sorbate; flavouring: nutmegoleoresin), Cheddar cheese (MILK) (8%), Mozzarella cheese (MILK) (8%).",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",,,
"",Sandwiches / Baguettes / Wraps,,
"",Sure as Eggs is Eggs,"Seeded farmhouse bread [wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), water, seed blend (sunflower seeds, brown linseeds, golden linseeds, poppy seeds, millet), maltedWHEAT flakes, yeast, salt, BARLEY malt flour, WHEAT gluten, sugar, SOYA flour, preservative: calcium propionate; emulsifier: E472e; vegetable oil (rapeseed), flour treatment agent: ascorbicacid], free range egg mayonnaise (36%) [free range boiled EGG, mayonnaise (rapeseed oil, water, pasteurised free range EGG yolk, spirit vinegar, salt, Dijon mustard (water, MUSTARD seeds, spiritvinegar, salt), sugar), salt, black pepper], free range boiled egg (22%) [free range boiled EGG, acidity regulators: citric acid, trisodium citrate], MUSTARD cress (3%).",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"","Smoked Chicken & Maple BaconSandwich","Seeded malted bread [wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), water, malted WHEAT flakes, malted BARLEY flour, WHEAT bran, WHEAT protein, sugar, yeast, pearlBARLEY flakes, salt, cracked WHEAT, vegetable oils (rapeseed, palm), natural flavouring, spirit vinegar, emulsifiers: E471, E472e; brown linseeds, sunflower seeds, poppy seeds, palm fat, flourtreatment agent: ascorbic acid], cooked smoked chicken (20%) [chicken, salt, cornflour], tomato (16%), slow roasted tomato and paprika mayonnaise (10%) [slow roasted tomatoes (slow roastedtomatoes, rapeseed oil, salt, garlic, oregano), mayonnaise (water, rapeseed oil, cornflour, whole free range EGG, spirit vinegar, skimmed MILK powder, salt, sugar, MUSTARD flour), paprika], maplecured smoked bacon (7%) [pork, maple syrup, salt, sugar, antioxidant: sodium ascorbate, preservative: sodium nitrite], lettuce leaves (6%).",
"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",,,
"",,,
"",Salt Beef Onion Bagel,"Onion bagel [wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), water, onion, sugar, yeast, rapeseed oil, salt, BARLEY malt flour, emulsifier: E472e; flour treatment agent: ascorbicacid, maize grits], salt beef (17%) [beef, salt, antioxidant: sodium ascorbate; preservative: sodium nitrite], beef pastrami (15%) [beef, dextrose, salt, potato starch, stabilisers: diphosphates;triphosphates; black pepper, antioxidant: sodium ascorbate; preservative: sodium nitrite], Emmental cheese (MILK) (9%), horseradish sauce (4%) [water, single cream (MILK), spirit vinegar, sugar,rapeseed oil, corn flour, horseradish flakes, salt, skimmed MILK powder, free range whole EGG, MUSTARD flour, horseradish powder], gherkins (4%) [gherkins, water, spirit vinegar, salt].",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Vietnamese Chicken Wrap,"Vietnamese style chicken (49%) [roast chicken (chicken breast, salt), Vietnamese style coconut chutney (coconut milk, water, sugar, spirit vinegar, fish sauce (anchovy (FISH) extract, salt, sugar),cornflour, ginger puree, garlic puree, desiccated coconut, coriander, concentrated lime juice, Thai basil, red chilli puree, ground cinnamon, ground coriander, ground star anise), red pepper, ricenoodles (rice noodles (rice flour, water), water, sunflower oil), carrot, mooli, coriander, cornflour], multigrain tortilla [wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), water, palm oil,rapeseed oil, multigrain blend (brown linseeds, golden linseeds, malted RYE, kibbled WHEAT), sugar, raising agents: sodium carbonate, diphosphates, malic acid, salt, emulsifier: mono- anddiglycerides of fatty acids, flour treatment agent: L-Cysteine], spinach (3%).",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Falafel Wrap,"Gluten free seeded wrap [water, rice flour, tapioca starch, stabilisers: xanthan gum, hydroxypropyl methyl cellulose; fruit (carob and apple) extract, mixed seeds (sunflower seeds, millet seeds,linseeds), rapeseed oil, cornflour, pea protein, humectant: vegetable glycerine, sugar, raising agents:  sodium acid pyrophosphate, sodium bicarbonate; salt, preservative: calcium propionate, sugarbeet fibre, caramelised sugar, emulsifier: sodium stearoyl-2-lactylate, natural flavouring], gluten free sweet potato falafel (17%) [chickpeas, sweet potato, onion, carrot, sultanas, rapeseed oil, potatoflakes, coriander leaves, ground coriander, ground cumin, salt, sugar, black pepper, chilli powder], yoghurt and mint dressing [rapeseed oil, water, mint sauce (water, spirit vinegar, sugar, dried mint,cornflour, rapeseed oil, spinach extract), natural mint flavouring, yoghurt powder (MILK), spirit vinegar, sugar, cornflour, MILK protein, salt, spinach extract], harissa chickpeas (9%) [chickpeas,harissa dressing (water, sunflower oil, paprika, garlic puree, sea salt, ground cumin, paprika oil, chilli, dried rose petals, acidity regulator: citric acid, black pepper, cinnamon, coriander, all spice)],houmous (9%) [chickpeas, water, sunflower oil, salt, garlic powder, acidity regulator: citric acid], pomegranate kernels, carrot, spinach.",
"",,"For allergens, see ingredients highlighted in BOLD CAPITALS.",
"",Croque Monsieur Baguette,"Baguette [wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), water, RYE flour, salt, yeast, emulsifier: E472e; flour treatment agent: ascorbic acid; sunflower oil], smoked dry curedformed ham (22%) [pork, water, salt, dextrose, stabilisers: diphosphates, triphosphates; antioxidant: sodium ascorbate; preservative: sodium nitrite], mature Cheddar cheese (MILK) (10%), Béchamelsauce (10%) [whole MILK, water, whipped cream (MILK), starch, butter (MILK), salt, white pepper], Mozzarella cheese (MILK) (5%), crème fraiche (2%) (MILK), Dijon mustard (2%) [water,MUSTARD seeds, spirit vinegar, salt], American-style mustard [distilled vinegar, water, MUSTARD seeds, salt, turmeric, paprika, spices, natural flavouring, garlic powder].",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"","Roast Beef and Blue Cheese BriocheBaguette","Sweetened bread roll [wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), water, unsalted butter (MILK), free range pasteurised EGG, skimmed MILK powder, sugar, yeast, salt,preservative: calcium propionate, rapeseed oil, flour treatment agent: ascorbic acid], medium rare roast topside of beef (22%) [beef topside, salt], blue cheese and Béchamel sauce [Béchamel sauce(whole MILK, water, whipped cream (MILK), starch, butter (MILK), salt, white pepper), blue cheese (5%) (blue cheese (MILK), colour: Annatto), Cheddar cheese (Cheddar cheese (MILK), potatostarch)], real ale chutney and English mustard [real ale chutney (onion, golden sugar, muscovado sugar, ale (water, malted BARLEY, hops, yeast) white balsamic vinegar (white wine vinegar, grapemust), red wine vinegar, salt, concentrated lemon juice, black pepper), English mustard (water, MUSTARD flour, spirit vinegar, rapeseed oil, thickener: modified maize starch, salt, sugar, turmeric,acidity regulator: citric acid, colour: Lutein, preservative: potassium sorbate)].",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"","Tomato, mozzarella & red pesto stylebaguette","Black pepper baguette [wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), water, RYE flour, yeast, salt, black pepper, emulsifier: E472e; flour treatment agent: ascorbic acid,sunflower oil], Mozzarella cheese (MILK) (21%), tomato (16%), red pesto (5%) [sundried tomatoes (sun-dried tomatoes, extra virgin olive oil, grape vinegar, wine vinegar, water, salt), semi-driedtomatoes (semi-dried tomatoes, sunflower oil, sugar, salt, garlic, oregano, acidity regulator: citric acid), sunflower oil, medium fat hard cheese (MILK), extra virgin olive oil, mixed herbs, garlic puree],slow roasted tomatoes (5%) [slow roasted tomatoes, rapeseed oil, salt, garlic, oregano], basil.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Tuna Baguette,"Baguette [wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), water, RYE flour, salt, yeast, emulsifier: E472e; flour treatment agent: ascorbic acid; sunflower oil], tuna (20%) [tuna(FISH), salt], mature Cheddar cheese (MILK) (10%) (contains potato starch), mayonnaise (6%) [rapeseed oil, water, free range pasteurised whole EGG, spirit vinegar, corn flour, free rangepasteurised EGG yolk, sugar, salt, concentrated lemon juice, MUSTARD flour], béchamel sauce (5%) [whole MILK, water, whipped cream (MILK), starch, butter (MILK), salt, white pepper], sweetcorn(5%), Mozzarella cheese (MILK) (4%), spring onion, chives, black pepper].",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",,,
"",Egg Boxes,,
"","Super Scrambled Eggs, Tomato & Spinach","Free range scrambled eggs (57%) [free range whole EGG, water, rapeseed oil, buttermilk powder (MILK), cornflour, salt, white pepper, acidity regulator: citric  acid, stabiliser: xanthan gum,preservative: lactic acid], cherry tomato (21%), spinach (14%), marinated slow roasted tomato (6%) [slow roasted tomato, rapeseed oil, salt, garlic, oregano], mixed seeds [sunflower seeds, pumpkinseeds, brown  linseed, golden linseed].",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"","Spicy Chorizo, Poached Egg & Potato","Roast potato (21%), free range poached egg (14%) [free range EGG, brine (water, salt, antioxidant: citric acid, preservative: lactic acid)], tomato sauce (11%) [tomato puree, salt, sunflower oil, sugar,marjoram, basil, pepper, onions, acidity regulator: citric acid], three bean (11%) [navy pea beans, borlotti beans, red kidney beans, water, salt], chargrilled peppers (11%) [red pepper, yellow pepper,sunflower oil], chorizo (7%) [pork, water, salt, paprika, MILK powder, dextrose, garlic, preservatives: sodium nitrite, potassium nitrate; acerola extract, nutmeg, oregano], red pepper (7%), red peppertapenade (6%) [peppers, sunflower oil, tomato puree, olive oil, salt, acidity regulator: citric acid, garlic, sugar], Cheddar cheese (4%) [Cheddar cheese (MILK), potato starch], Red Leicester cheese(4%) [Red Leicester cheese (MILK), colour: annatto, potato starch], tomato ketchup (2%) [water, sugar, tomato puree, spirit vinegar, salt, cornflour, dried garlic, white pepper, paprika], coriander,paprika.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",,,
"",Salads,,
"","Falafel, quinoa and lentil salad","Quinoa, lentil and chickpea salad (46%) [quinoa (10%) (quinoa, water), puy lentils (10%) (puy lentils, water), tomato, chickpeas (6%), spring onion, dried apricots (apricots, rice flour, preservative:sulphur dioxide (SULPHITES), pomace olive oil, concentrated lemon juice, parsley, mint, black pepper], sweet potato falafel (22%) [chickpeas, sweet potato, onion, carrot, sultanas, rapeseed oil,potato flakes, coriander leaves, ground coriander, ground cumin, salt, sugar, black pepper, chilli powder], salad leaves (12%) [green apollo, red salanova, red chard], beetroot houmous (12%)[beetroot, chickpeas, rapeseed oil, mint, sugar, ginger, salt, acidity regulator: citric acid; garlic, black pepper], cucumber (5%), pomegranate kernels (2%).",
"",,"For allergens, see ingredients highlighted in BOLD CAPITALS.",
"",Caesar Salad,"Salad leaves (27%), chargrilled shredded chicken (27%) [chicken, corn flour, salt, brown sugar], cherry tomato (15%), Caesar dressing (15%) [rapeseed oil, water, free range whole EGG, cheese(MILK), white wine vinegar, garlic puree, concentrated lemon juice, anchovy paste (anchovies (FISH), sunflower oil, salt), Dijon mustard (water, MUSTARD seeds, spirit vinegar, salt), sugar, salt, cornflour, chives, parsley, black pepper, MUSTARD flour], bacon (6%) [pork back, salt, antioxidant: sodium ascorbate; preservatives: sodium nitrite, potassium nitrate], croutons (5%) [wheat flour(WHEAT flour, calcium carbonate, iron, niacin, thiamin), rapeseed oil, olive oil, sugar, yeast, sea salt], Grana Padano cheese (MILK) (4%) (contains salt, animal rennet, preservative: lysozymeprotein (EGG)), regato cheese (MILK) (anticaking agent: potato starch).",
"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",,,
"",,,
"",,,
"",Impulse Range,,
"",Starbucks Raw Raspberry & Nut Bar,"Dates (39%), OATS (25%), raisins (16%), CASHEW NUTS (11%), fruit juice concentrates [apple, grape, pear], freeze dried raspberry pieces (2%), natural flavourings, citric acid, rice flour.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Peanut and Cashew Bar,"PEANUTS (26%), CASHEW NUTS (12%), dried apricots (10%), oats (gluten free), golden syrup, oligofructose syrup, sunflower seeds, vegetable oil (palm oil, rapeseed oil), glucose syrup, raw canesugar, SOYA protein crunchies (SOYA, tapioca starch, salt), freeze dried cranberries (2%), natural flavouring, rice flour, salt.",
"",,"For allergens, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Dark Chocolate Bar,"Cocoa mass, sugar, cocoa butter, vanilla. cocoa Solids (70% Minimum), cocoa, sugar, vanilla: traded in compliance with Fairtrade standards, total 100%.",
"",Starbucks Milk Chocolate Bar,"Sugar, cocoa butter, cream powder (MILK), cocoa mass, whole MILK powder, whey powder (MILK), emulsifier: sunflower lecithin; vanilla. cocoa solids (33% Minimum). MILK solids (21% Minimum),cocoa, sugar, vanilla: traded in compliance with Fairtrade standards, total 75%.",
"",,"For allergens, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Shortbread Biscuits,"Wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), salted butter (37%) [butter (MILK) salt], sugar.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Ginger Biscuits,"Wheat flour (WHEAT flour, calcium carbonate, iron, niacin, thiamin), invert sugar syrup, sugar, palm oil, rapeseed oil, stem ginger (5%) (ginger, sugar), OATMEAL, ground ginger, raising agents:sodium carbonates, ammonium carbonates; skimmed MILK powder, salt, colours: annatto, curcumin; natural flavouring).",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"","Starbucks Almonds, Cashews, Cranberries& Raisins","CASHEW NUTS (25%), ALMONDS (25%), raisins (25%) [raisins, sulphur dioxide (SULPHITES), palm oil], juice infused cranberries (25%) (64% pineapple juice syrup, 16% dried cranberry, pineapplejuice concentrate, sunflower oil).",
"",,"For allergens, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Smoked Almonds,"ALMONDS (95%), PEANUT oil, seasoning (3%) [dextrose (maize), salt, sugar, WHEAT flour, yeast extract (yeast extract, salt), smoke flavouring, caramelised sugar (caramelised sugar syrup, potatomaltodextrin), onion powder, acid: citric acid, paprika extract)].",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Almond Biscotti,"WHEAT flour, sugar, ALMONDS (21%), free range EGGS, free range EGG yolk, butter (MILK), fresh MILK, honey, raising agent: ammounium hydrogen carbonate; salt, natural flavours.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"","Choco caramel, Choc, Caramel & Nuts Bar","Caramel (35%) [sweetened condensed skimmed MILK, glucose syrup, partially inverted sugar syrup, palm oil, butter (MILK), sugar, water, emulsifier: E471, stabiliser: E440, salt, flavouring], whitechocolate (25%) [sugar, cocoa butter, whole MILK powder, emulsifier: SOYA lecithin, natural vanilla flavouring], dark chocolate [sugar, cocoa paste, cocoa butter, emulsifier: SOYA lecithin, naturalvanilla flavouring], PEANUTS (14%), crisp rice [rice flour, sugar, malt blend (glucose syrup, BARLEY syrup, malt extract], skimmed MILK powder, salt, dextrose, rapeseed oil, emulsifier: E471; butter(MILK), partially inverted sugar syrup.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Caramel Waffles,"Syrup (34%) [glucose-fructose syrup, sugar syrup], WHEAT flour, butter (MILK) (14%), sugar, vegetable oil (palm oil, rapeseed oil), cane sugar, SOYA flour, salt, emulsifiers: SOYA lecithin, E471;raising agents: diphosphates, sodium hydrogen carbonates; cinnamon, natural bourbon vanilla, barn EGG, acid: citric acid.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Mini Caramel  Waffles,"Syrup (34%) [glucose-fructose syrup, sugar syrup], WHEAT flour, butter (MILK) (14%), sugar, vegetable oil (palm oil, rapeseed oil), cane sugar, SOYA flour, salt, emulsifiers: SOYA lecithin, E471;raising agents: diphosphates, sodium hydrogen carbonates; cinnamon, natural bourbon vanilla, barn EGG, acid: citric acid.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Chocolate Caramel Shortbread,"Caramel (38%) [glucose syrup, sugar, palm oil, sweetened condensed milk (MILK, sugar), brown sugar, water, rapeseed oil, salt, emulsifier: SOYA lecithin, flavouring, colour: carotenes] wheat flour(WHEAT flour, calcium carbonate, iron, niacin, thiamin), milk chocolate (17%) [sugar, whole MILK powder, cocoa butter, cocoa mass, anhydrous MILK fat, emulsifier: SOYA lecithin, caramelisedsugar], butter (MILK), sugar, white chocolate (2%) [sugar, whole MILK powder, cocoa butter, skimmed MILK powder, emulsifier: SOYA lecithin, natural vanilla flavouring].",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Chocolate Coin,"Sugar, whole MILK powder, cocoa butter, cocoa mass, whey powder (MILK), emulsifier: SOYA lecithin; natural vanilla, cocoa solids (28% minimum), MILK solids (16% minimum).",
"For allergens,  see ingredients highlighted in BOLD CAPITALS.",,,
